CNT,CNTRYID,W_FSTUWT,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH,W_FSTURWT1,W_FSTURWT2,W_FSTURWT3,W_FSTURWT4,W_FSTURWT5,W_FSTURWT6,W_FSTURWT7,W_FSTURWT8,W_FSTURWT9,W_FSTURWT10,W_FSTURWT11,W_FSTURWT12,W_FSTURWT13,W_FSTURWT14,W_FSTURWT15,W_FSTURWT16,W_FSTURWT17,W_FSTURWT18,W_FSTURWT19,W_FSTURWT20,W_FSTURWT21,W_FSTURWT22,W_FSTURWT23,W_FSTURWT24,W_FSTURWT25,W_FSTURWT26,W_FSTURWT27,W_FSTURWT28,W_FSTURWT29,W_FSTURWT30,W_FSTURWT31,W_FSTURWT32,W_FSTURWT33,W_FSTURWT34,W_FSTURWT35,W_FSTURWT36,W_FSTURWT37,W_FSTURWT38,W_FSTURWT39,W_FSTURWT40,W_FSTURWT41,W_FSTURWT42,W_FSTURWT43,W_FSTURWT44,W_FSTURWT45,W_FSTURWT46,W_FSTURWT47,W_FSTURWT48,W_FSTURWT49,W_FSTURWT50,W_FSTURWT51,W_FSTURWT52,W_FSTURWT53,W_FSTURWT54,W_FSTURWT55,W_FSTURWT56,W_FSTURWT57,W_FSTURWT58,W_FSTURWT59,W_FSTURWT60,W_FSTURWT61,W_FSTURWT62,W_FSTURWT63,W_FSTURWT64,W_FSTURWT65,W_FSTURWT66,W_FSTURWT67,W_FSTURWT68,W_FSTURWT69,W_FSTURWT70,W_FSTURWT71,W_FSTURWT72,W_FSTURWT73,W_FSTURWT74,W_FSTURWT75,W_FSTURWT76,W_FSTURWT77,W_FSTURWT78,W_FSTURWT79,W_FSTURWT80,male,ESCS
ALB,8,3.14474,347.332,281.392,328.028,257.215,321.181,359.366,293.757,254.808,293.642,285.533,5.3684,0.92107,5.3684,5.3684,5.3684,5.3684,0.92107,0.92107,5.3684,0.92107,0.92107,5.3684,5.3684,0.92107,0.92107,0.92107,0.92107,5.3684,0.92107,5.3684,5.3684,0.92107,5.3684,5.3684,5.3684,5.3684,0.92107,0.92107,5.3684,0.92107,0.92107,5.3684,5.3684,0.92107,0.92107,0.92107,0.92107,5.3684,0.92107,5.3684,5.3684,0.92107,5.3684,5.3684,5.3684,5.3684,0.92107,0.92107,5.3684,0.92107,0.92107,5.3684,5.3684,0.92107,0.92107,0.92107,0.92107,5.3684,0.92107,5.3684,5.3684,0.92107,5.3684,5.3684,5.3684,5.3684,0.92107,0.92107,5.3684,0.92107,0.92107,5.3684,5.3684,0.92107,0.92107,0.92107,0.92107,5.3684,0.92107,5.3684,1,-1.0444
ALB,8,6.67995,292.676,310.387,281.737,283.074,354.997,325.722,321.93,268.695,335.118,290.839,3.18413,3.32395,10.03837,9.62901,3.35707,3.30907,9.50276,9.718,9.84873,10.02131,3.35537,9.82768,3.1656,9.86448,3.22611,3.30799,3.15113,3.17518,9.55443,9.55446,3.17221,3.37739,9.79671,9.58141,3.28992,3.2803,9.58303,9.48673,10.09127,10.02371,3.34095,9.90563,3.22669,9.91907,3.17427,3.32248,3.19508,3.18442,9.48524,9.66752,10.56788,9.92077,3.41868,3.48982,10.17704,10.2097,3.48857,3.53864,3.3158,3.33875,10.01718,3.38448,10.4046,3.37648,10.59037,10.06969,10.49075,10.50589,3.54024,3.45516,10.50806,10.06516,3.3339,3.48147,9.96599,10.12351,3.52243,3.44343,3.4024,3.33954,9.97803,3.40989,10.58475,3.39479,10.36558,10.11431,10.68038,10.54292,3.5125,3.51248,1,-1.32
ALB,8,3.29862,316.552,309.621,332.903,308.738,344.806,309.612,273.326,297.23,324.772,353.908,4.96023,4.96583,1.66202,1.63394,5.0029,5.01613,1.66243,1.60875,1.64183,1.60332,4.89276,1.64107,4.92838,1.66816,5.02164,4.96244,5.10605,5.05329,1.63604,1.59754,1.59789,1.65497,4.98503,5.0783,1.6682,1.61513,4.98902,4.99657,5.09707,4.97949,1.63076,4.92417,1.64318,5.00621,1.67565,1.59827,1.646,1.62783,4.90905,4.96244,4.96133,4.9684,1.66301,1.6349,5.00611,5.01414,1.66146,1.60929,1.64073,1.60288,4.89414,1.64168,4.92646,1.66711,5.0182,4.96131,5.10954,5.05075,1.63657,1.59719,1.59826,1.65582,4.98794,5.08146,1.66929,1.61449,4.98607,4.99828,5.09369,4.97809,1.63121,4.92602,1.64253,5.00299,1.67445,1.5979,1.64718,1.62699,4.91069,4.96131,1,-1.8508
ALB,8,3.02609,412.771,395.88,457.73,420.066,394.422,443.386,399.814,434.565,452.47,433.781,1.9562,4.09597,1.9562,4.09597,1.9562,1.9562,1.9562,1.9562,4.09597,4.09597,1.9562,4.09597,4.09597,1.9562,1.9562,4.09597,4.09597,4.09597,4.09597,1.9562,1.9562,4.09597,1.9562,4.09597,1.9562,1.9562,1.9562,1.9562,4.09597,4.09597,1.9562,4.09597,4.09597,1.9562,1.9562,4.09597,4.09597,4.09597,4.09597,1.9562,1.9562,4.09597,1.9562,4.09597,1.9562,1.9562,1.9562,1.9562,4.09597,4.09597,1.9562,4.09597,4.09597,1.9562,1.9562,4.09597,4.09597,4.09597,4.09597,1.9562,1.9562,4.09597,1.9562,4.09597,1.9562,1.9562,1.9562,1.9562,4.09597,4.09597,1.9562,4.09597,4.09597,1.9562,1.9562,4.09597,4.09597,4.09597,4.09597,1.9562,0,-1.1095
ALB,8,4.74304,359.844,313.687,368.12,394.451,384.334,340.786,418.644,351.417,368.24,382.08,2.56224,2.09926,7.54803,2.6869,2.3512,2.49082,2.36782,6.75993,7.15536,2.19675,6.59345,7.4529,2.6869,2.09663,7.16458,6.32051,7.11962,7.75636,2.24476,7.82239,2.56224,2.09926,7.54803,2.6869,2.3512,2.49082,2.36782,6.75993,7.15536,2.19675,6.59345,7.4529,2.6869,2.09663,7.16458,6.32051,7.11962,7.75636,2.24476,7.82239,6.58709,8.18859,2.24476,6.32482,7.18811,6.77513,7.12481,2.49975,2.35738,7.67927,2.55729,2.26227,6.32482,8.23071,2.3573,2.69318,2.37,2.18649,7.54803,2.17875,6.58709,8.18859,2.24476,6.32482,7.18811,6.77513,7.12481,2.49975,2.35738,7.67927,2.55729,2.26227,6.32482,8.23071,2.3573,2.69318,2.37,2.18649,7.54803,2.17875,0,-1.1428
ALB,8,3.89957,292.754,297.112,366.506,291.28,337.936,312.926,362.002,303.917,292.917,326.482,5.54355,1.84725,5.72954,6.47092,1.88839,1.94632,2.04854,2.03053,5.63751,1.92601,5.60822,1.93872,5.56575,5.75632,5.90761,5.56548,1.92975,2.01482,6.34144,2.11198,5.53473,2.05874,5.74251,5.72837,2.10635,2.18886,1.83122,1.83268,5.71043,1.9288,6.15583,1.94065,5.54982,5.78046,5.95294,6.13658,1.93755,1.99085,5.78404,1.90497,5.54355,1.84725,5.72954,6.47092,1.88839,1.94632,2.04854,2.03053,5.63751,1.92601,5.60822,1.93872,5.56575,5.75632,5.90761,5.56548,1.92975,2.01482,6.34144,2.11198,5.53473,2.05874,5.74251,5.72837,2.10635,2.18886,1.83122,1.83268,5.71043,1.9288,6.15583,1.94065,5.54982,5.78046,5.95294,6.13658,1.93755,1.99085,5.78404,1.90497,0,-1.7144
ALB,8,4.9513,332.228,311.484,264.747,336.467,287.788,285.471,267.566,295.321,301.164,290.821,2.52046,7.57853,7.56138,2.52618,2.52046,7.57853,7.56138,7.56138,7.56138,2.52046,7.57853,2.52618,7.56138,2.52618,2.52618,2.52046,2.52046,7.57853,7.57853,2.52618,7.28705,2.42711,2.42902,7.28133,7.28705,2.42711,2.42902,2.42902,2.42902,7.28705,2.42711,7.28133,2.42902,7.28133,7.28133,7.28705,7.28705,2.42711,2.42711,7.28133,7.28705,2.42711,2.42902,7.28133,7.28705,2.42711,2.42902,2.42902,2.42902,7.28705,2.42711,7.28133,2.42902,7.28133,7.28133,7.28705,7.28705,2.42711,2.42711,7.28133,2.52046,7.57853,7.56138,2.52618,2.52046,7.57853,7.56138,7.56138,7.56138,2.52046,7.57853,2.52618,7.56138,2.52618,2.52618,2.52046,2.52046,7.57853,7.57853,2.52618,0,0.179
ALB,8,3.15874,379.172,441.277,402.4,377.25,381.003,378.381,404.28,358.657,427.711,411.102,4.74716,1.56827,1.59281,4.69826,1.58067,4.73472,1.57196,4.78009,4.70887,4.77874,4.72634,1.56966,1.60898,4.72053,1.55753,1.59631,4.76914,4.68497,1.57834,1.59094,1.57616,4.77874,4.70191,1.59633,4.73472,1.58067,4.76336,1.56407,1.59094,1.56827,1.58274,4.76914,4.66661,1.58513,4.8159,4.68497,1.56966,1.59631,4.74064,4.70887,4.74716,1.56827,1.59281,4.69826,1.58067,4.73472,1.57196,4.78009,4.70887,4.77874,4.72634,1.56966,1.60898,4.72053,1.55753,1.59631,4.76914,4.68497,1.57834,1.59094,1.57616,4.77874,4.70191,1.59633,4.73472,1.58067,4.76336,1.56407,1.59094,1.56827,1.58274,4.76914,4.66661,1.58513,4.8159,4.68497,1.56966,1.59631,4.74064,4.70887,0,-1.7792
ALB,8,8.23923,351.628,372.345,360.947,330.151,360.567,374.289,339.915,375.165,282.233,345.667,12.23763,4.0851,4.08326,12.47644,4.10419,4.13901,12.41246,12.37948,4.06501,4.04743,4.16141,4.12424,12.18633,4.15348,12.42367,4.06418,12.2,12.37087,12.41132,12.55011,12.29049,4.09833,4.1364,12.28402,4.07814,4.08247,12.35983,12.29967,4.11685,4.13477,4.0621,4.18077,12.34168,4.13657,12.13266,4.15643,12.36437,12.42747,12.34579,12.14267,4.10405,12.18253,12.42036,4.13956,12.35465,12.13582,4.11853,4.17117,12.34639,12.51994,12.07538,12.29196,4.15668,12.19585,4.07933,12.47204,4.11597,4.13414,4.12332,4.03969,4.12362,12.25232,12.35704,4.08636,12.3085,12.41407,4.17947,4.08137,12.3167,12.14474,12.48017,12.46086,4.07083,12.60543,4.06523,12.30571,4.09886,4.07921,4.10273,4.13873,0,-2.2764
ALB,8,3.15874,432.299,404.628,442.781,449.538,418.337,472.452,422.032,435.738,394.494,421.432,4.74716,4.70481,1.59281,4.69826,1.58067,4.73472,4.71587,4.78009,4.70887,1.59291,1.57545,4.70898,1.60898,1.57351,4.67259,4.78893,1.58971,1.56166,1.57834,1.59094,1.57616,1.59291,4.70191,1.59633,4.73472,1.58067,1.58779,1.56407,1.59094,4.70481,4.74822,1.58971,4.66661,4.75539,1.6053,1.56166,4.70898,4.78893,4.74064,4.70887,4.74716,4.70481,1.59281,4.69826,1.58067,4.73472,4.71587,4.78009,4.70887,1.59291,1.57545,4.70898,1.60898,1.57351,4.67259,4.78893,1.58971,1.56166,1.57834,1.59094,1.57616,1.59291,4.70191,1.59633,4.73472,1.58067,1.58779,1.56407,1.59094,4.70481,4.74822,1.58971,4.66661,4.75539,1.6053,1.56166,4.70898,4.78893,4.74064,4.70887,0,-0.9723
ALB,8,7.70764,428.482,314.666,405.884,349.633,352.584,349.686,409.993,400.365,402.107,385.567,3.69359,11.58021,11.96883,11.16965,11.82271,3.70616,10.96473,3.77922,11.49019,3.94779,3.74253,3.72774,3.60224,11.56525,11.53954,3.70495,10.90775,11.51001,3.56699,3.5033,10.92651,3.85987,3.64237,3.66696,3.7437,11.6633,3.68578,10.84198,3.84429,11.3602,11.95033,11.62835,11.36358,3.73762,3.54053,11.81327,3.68663,3.52561,11.24176,11.86469,4.08625,11.52089,12.22836,12.14457,11.94696,3.81162,12.07581,4.12841,11.6053,3.94579,3.72434,3.85131,3.94657,11.87591,12.62698,3.75935,12.10472,12.69462,3.96507,3.80067,12.06482,3.83435,3.71858,3.99725,3.7802,11.99823,4.06434,11.80603,3.88846,11.35444,11.89689,12.00876,12.42557,3.83759,3.85387,11.98733,4.10784,3.89084,12.48891,12.93232,0,-2.3549
ALB,8,4.26167,361.96,358.056,359.288,317.375,364.145,350.201,333.627,363.52,392.263,315.356,2.05933,5.89929,2.12842,2.35055,5.85495,6.03454,6.35149,6.48461,2.04781,6.1508,2.03717,6.19139,2.06757,2.13837,2.19457,2.02165,5.98317,6.43441,2.30352,6.54818,2.12695,6.79385,2.2068,2.15257,6.74842,7.01279,5.86693,6.04783,2.14583,6.36504,2.3132,6.40414,2.13275,2.22138,2.28766,2.30597,6.20761,6.56981,2.17349,6.10323,2.05933,5.89929,2.12842,2.35055,5.85495,6.03454,6.35149,6.48461,2.04781,6.1508,2.03717,6.19139,2.06757,2.13837,2.19457,2.02165,5.98317,6.43441,2.30352,6.54818,2.12695,6.79385,2.2068,2.15257,6.74842,7.01279,5.86693,6.04783,2.14583,6.36504,2.3132,6.40414,2.13275,2.22138,2.28766,2.30597,6.20761,6.56981,2.17349,6.10323,1,-0.23
ALB,8,7.11333,345.991,320.583,351.115,345.493,384.49,395.516,363.456,335.858,386.058,389.104,4.65098,10.06574,4.45555,10.06574,4.65098,4.65098,4.65098,4.45555,9.58613,10.06574,4.45555,9.58613,10.06574,4.65098,4.45555,9.58613,9.58613,9.58613,10.06574,4.45555,4.65098,10.06574,4.45555,10.06574,4.65098,4.65098,4.65098,4.45555,9.58613,10.06574,4.45555,9.58613,10.06574,4.65098,4.45555,9.58613,9.58613,9.58613,10.06574,4.45555,4.65098,10.06574,4.45555,10.06574,4.65098,4.65098,4.65098,4.45555,9.58613,10.06574,4.45555,9.58613,10.06574,4.65098,4.45555,9.58613,9.58613,9.58613,10.06574,4.45555,4.65098,10.06574,4.45555,10.06574,4.65098,4.65098,4.65098,4.45555,9.58613,10.06574,4.45555,9.58613,10.06574,4.65098,4.45555,9.58613,9.58613,9.58613,10.06574,4.45555,1,0.3977
ALB,8,4.74304,383.513,375.844,355.663,393.281,388.16,354.643,381.909,352.896,415.353,412.68,2.56224,2.09926,7.54803,2.6869,2.3512,2.49082,2.36782,6.75993,7.15536,2.19675,6.59345,7.4529,2.6869,2.09663,7.16458,6.32051,7.11962,7.75636,2.24476,7.82239,2.56224,2.09926,7.54803,2.6869,2.3512,2.49082,2.36782,6.75993,7.15536,2.19675,6.59345,7.4529,2.6869,2.09663,7.16458,6.32051,7.11962,7.75636,2.24476,7.82239,6.58709,8.18859,2.24476,6.32482,7.18811,6.77513,7.12481,2.49975,2.35738,7.67927,2.55729,2.26227,6.32482,8.23071,2.3573,2.69318,2.37,2.18649,7.54803,2.17875,6.58709,8.18859,2.24476,6.32482,7.18811,6.77513,7.12481,2.49975,2.35738,7.67927,2.55729,2.26227,6.32482,8.23071,2.3573,2.69318,2.37,2.18649,7.54803,2.17875,0,
ALB,8,5.4745,312.996,266.014,290.298,300.394,327.1,327.83,264.635,345.99,221.494,283.81,2.98831,2.86051,3.28605,2.82179,2.69576,2.6539,2.46173,3.28311,2.59732,3.38443,2.59732,2.91045,2.94522,2.98831,3.36039,2.82179,2.48605,3.28311,2.78353,2.48605,2.69576,2.78353,2.46173,2.91045,2.98831,2.94522,3.28605,2.59732,3.28311,2.6219,3.28311,2.82179,2.6539,2.69576,2.48605,2.91045,3.36039,2.59732,2.86051,3.36039,8.29332,8.0604,9.19242,7.84291,7.39361,7.47699,7.04774,8.98504,7.48063,8.79601,7.48063,7.9567,8.38989,8.29332,9.03642,7.84291,6.99604,8.98504,7.92672,6.99604,7.39361,7.92672,7.04774,7.9567,8.29332,8.38989,9.19242,7.48063,8.98504,7.42435,8.98504,7.84291,7.47699,7.39361,6.99604,7.9567,9.03642,7.48063,8.0604,9.03642,0,0.2416
ALB,8,4.56371,324.875,324.46,334.803,313.019,314.095,294.53,273.491,270.929,284.288,296.478,2.19585,2.26905,2.26905,2.19585,2.19585,2.26905,2.26905,2.26905,2.26905,2.19585,2.26905,2.19585,2.26905,2.19585,2.19585,2.19585,2.19585,2.26905,2.26905,2.19585,2.19585,2.26905,2.26905,2.19585,2.19585,2.26905,2.26905,2.26905,2.26905,2.19585,2.26905,2.19585,2.26905,2.19585,2.19585,2.19585,2.19585,2.26905,2.26905,2.19585,7.06249,6.87651,6.87651,7.06249,7.06249,6.87651,6.87651,6.87651,6.87651,7.06249,6.87651,7.06249,6.87651,7.06249,7.06249,7.06249,7.06249,6.87651,6.87651,7.06249,7.06249,6.87651,6.87651,7.06249,7.06249,6.87651,6.87651,6.87651,6.87651,7.06249,6.87651,7.06249,6.87651,7.06249,7.06249,7.06249,7.06249,6.87651,6.87651,7.06249,1,0.3795
ALB,8,3.15545,308.671,302.995,289.161,279.172,388.732,307.581,261.188,288.7,301.7,301.609,1.55438,1.58343,4.76967,4.7699,1.59525,1.5719,4.77082,4.69638,4.79295,4.68053,1.56013,4.70953,1.57149,4.78727,1.60123,1.55507,1.60007,1.58354,4.69509,4.66364,4.66468,4.74943,1.58955,1.59138,4.78739,4.715,1.59083,1.56577,1.59726,1.56041,4.67993,1.57015,4.71558,1.59631,4.80876,4.66579,4.80512,4.75206,1.56533,1.55507,1.55472,1.58425,4.77249,4.77273,1.59628,1.57127,4.76805,4.69795,4.78974,4.67925,1.56057,4.71127,1.57088,4.78424,1.60013,1.55472,1.60117,1.58274,4.69662,4.66263,4.66576,4.75186,1.59048,1.59237,4.79052,4.71315,1.58989,1.5663,1.5962,1.55998,4.68124,1.57074,4.71371,1.59528,4.80531,4.66471,4.80856,4.74963,1.56585,1.55472,1,-1.6256
ALB,8,3.15874,437.157,459.212,428.078,413.896,459.344,390.056,423.945,500.555,450.304,507.874,1.58239,4.70481,4.77844,1.56609,4.742,1.57824,4.71587,1.59336,1.56962,1.59291,1.57545,4.70898,4.82694,1.57351,4.67259,4.78893,1.58971,1.56166,4.73503,4.77283,4.72848,1.59291,1.5673,4.789,1.57824,4.742,1.58779,4.6922,4.77283,4.70481,4.74822,1.58971,1.55554,4.75539,1.6053,1.56166,4.70898,4.78893,1.58021,1.56962,1.58239,4.70481,4.77844,1.56609,4.742,1.57824,4.71587,1.59336,1.56962,1.59291,1.57545,4.70898,4.82694,1.57351,4.67259,4.78893,1.58971,1.56166,4.73503,4.77283,4.72848,1.59291,1.5673,4.789,1.57824,4.742,1.58779,4.6922,4.77283,4.70481,4.74822,1.58971,1.55554,4.75539,1.6053,1.56166,4.70898,4.78893,1.58021,1.56962,0,-1.0244
ALB,8,3.96928,373.233,308.332,348.747,364.854,361.854,329.586,311.754,389.528,342.185,373.646,2.08504,2.08504,5.67654,5.67654,2.08504,2.08504,5.67654,5.67654,5.67654,5.67654,2.08504,5.67654,2.08504,5.67654,2.08504,2.08504,2.08504,2.08504,5.67654,5.67654,2.08504,2.08504,5.67654,5.67654,2.08504,2.08504,5.67654,5.67654,5.67654,5.67654,2.08504,5.67654,2.08504,5.67654,2.08504,2.08504,2.08504,2.08504,5.67654,5.67654,2.08504,2.08504,5.67654,5.67654,2.08504,2.08504,5.67654,5.67654,5.67654,5.67654,2.08504,5.67654,2.08504,5.67654,2.08504,2.08504,2.08504,2.08504,5.67654,5.67654,2.08504,2.08504,5.67654,5.67654,2.08504,2.08504,5.67654,5.67654,5.67654,5.67654,2.08504,5.67654,2.08504,5.67654,2.08504,2.08504,2.08504,2.08504,5.67654,5.67654,1,-0.2114
ALB,8,3.9193,278.567,284.02,313.177,280.75,267.331,334.176,283.269,245.797,277.35,274.1,5.96737,1.94924,1.93036,5.93007,5.87895,1.9395,1.95965,1.97081,1.9395,5.83286,1.94429,5.81849,1.97669,5.83286,5.96737,5.86307,5.94838,1.97669,1.96513,5.94838,5.96737,1.94924,1.93036,5.93007,5.87895,1.9395,1.95965,1.97081,1.9395,5.83286,1.94429,5.81849,1.97669,5.83286,5.96737,5.86307,5.94838,1.97669,1.96513,5.94838,5.96737,1.94924,1.93036,5.93007,5.87895,1.9395,1.95965,1.97081,1.9395,5.83286,1.94429,5.81849,1.97669,5.83286,5.96737,5.86307,5.94838,1.97669,1.96513,5.94838,5.96737,1.94924,1.93036,5.93007,5.87895,1.9395,1.95965,1.97081,1.9395,5.83286,1.94429,5.81849,1.97669,5.83286,5.96737,5.86307,5.94838,1.97669,1.96513,5.94838,1,-0.2741
ALB,8,3.54791,253.165,251.567,169.854,289.141,183.691,179.451,174.204,290.917,225.242,304.353,5.32186,5.32186,5.32186,1.77395,1.77395,5.32186,1.77395,1.77395,5.32186,5.32186,1.77395,1.77395,1.77395,1.77395,5.32186,1.77395,5.32186,1.77395,5.32186,5.32186,5.32186,5.32186,5.32186,1.77395,1.77395,5.32186,1.77395,1.77395,5.32186,5.32186,1.77395,1.77395,1.77395,1.77395,5.32186,1.77395,5.32186,1.77395,5.32186,5.32186,5.32186,5.32186,5.32186,1.77395,1.77395,5.32186,1.77395,1.77395,5.32186,5.32186,1.77395,1.77395,1.77395,1.77395,5.32186,1.77395,5.32186,1.77395,5.32186,5.32186,5.32186,5.32186,5.32186,1.77395,1.77395,5.32186,1.77395,1.77395,5.32186,5.32186,1.77395,1.77395,1.77395,1.77395,5.32186,1.77395,5.32186,1.77395,5.32186,5.32186,1,0.4244
ALB,8,3.77829,460.647,477.607,473.921,507.787,520.978,494.892,460.389,497.843,487.522,473.696,1.82575,5.4045,1.887,6.25181,5.36388,1.8428,1.93959,5.94073,5.44662,5.63491,5.41832,1.8907,5.49917,1.89582,5.83695,1.79234,1.82712,1.96491,2.04224,5.99897,5.46853,2.00775,5.67382,1.8448,1.99433,6.21736,5.20147,1.78729,1.83902,1.88103,1.98246,5.67775,1.82781,5.71132,1.96058,5.92879,5.50351,5.82463,5.58819,1.80366,1.82575,5.4045,1.887,6.25181,5.36388,1.8428,1.93959,5.94073,5.44662,5.63491,5.41832,1.8907,5.49917,1.89582,5.83695,1.79234,1.82712,1.96491,2.04224,5.99897,5.46853,2.00775,5.67382,1.8448,1.99433,6.21736,5.20147,1.78729,1.83902,1.88103,1.98246,5.67775,1.82781,5.71132,1.96058,5.92879,5.50351,5.82463,5.58819,1.80366,0,0.9953
ALB,8,5.7912,340.217,399.765,360.953,329.26,288.423,377.771,388.862,246.418,352.006,324.36,2.8956,11.27147,2.26805,8.68681,11.27147,2.8956,2.26805,8.68681,8.68681,8.68681,11.27147,2.26805,11.27147,2.26805,11.27147,2.8956,2.8956,2.8956,2.26805,8.68681,2.8956,11.27147,2.26805,8.68681,11.27147,2.8956,2.26805,8.68681,8.68681,8.68681,11.27147,2.26805,11.27147,2.26805,11.27147,2.8956,2.8956,2.8956,2.26805,8.68681,8.68681,2.26805,11.27147,2.8956,2.26805,8.68681,11.27147,2.8956,2.8956,2.8956,2.26805,11.27147,2.26805,11.27147,2.26805,8.68681,8.68681,8.68681,11.27147,2.8956,8.68681,2.26805,11.27147,2.8956,2.26805,8.68681,11.27147,2.8956,2.8956,2.8956,2.26805,11.27147,2.26805,11.27147,2.26805,8.68681,8.68681,8.68681,11.27147,2.8956,0,1.0282
ALB,8,3.29267,269.032,306.08,302.898,336.615,341.658,309.605,307.247,302.232,320.958,291.071,1.70399,1.57769,1.70399,1.70399,1.72123,5.16369,4.73306,1.58343,5.16369,4.73306,1.57769,1.72123,5.16369,4.7503,4.7503,4.73306,1.58343,5.11198,1.58343,5.11198,4.7503,5.16369,4.7503,4.7503,4.73306,1.57769,1.72123,5.11198,1.57769,1.72123,5.16369,4.73306,1.57769,1.70399,1.70399,1.72123,5.11198,1.58343,5.11198,1.58343,1.70399,1.57769,1.70399,1.70399,1.72123,5.16369,4.73306,1.58343,5.16369,4.73306,1.57769,1.72123,5.16369,4.7503,4.7503,4.73306,1.58343,5.11198,1.58343,5.11198,4.7503,5.16369,4.7503,4.7503,4.73306,1.57769,1.72123,5.11198,1.57769,1.72123,5.16369,4.73306,1.57769,1.70399,1.70399,1.72123,5.11198,1.58343,5.11198,1.58343,1,
ALB,8,7.37167,442.872,404.446,353.671,410.613,412.79,375.493,420.9,422.491,418.891,418.387,11.13457,3.72272,11.51797,11.03753,3.48446,3.69744,3.69744,3.72272,11.53152,3.56597,11.53152,3.56597,11.51797,11.13457,11.13457,11.03753,3.48446,3.72272,11.53152,3.48446,3.48446,11.53152,3.69744,3.56597,11.13457,11.51797,11.51797,11.53152,3.72272,11.03753,3.72272,11.03753,3.69744,3.48446,3.48446,3.56597,11.13457,11.53152,3.72272,11.13457,3.48446,11.53152,3.69744,3.56597,11.13457,11.51797,11.51797,11.53152,3.72272,11.03753,3.72272,11.03753,3.69744,3.48446,3.48446,3.56597,11.13457,11.53152,3.72272,11.13457,11.13457,3.72272,11.51797,11.03753,3.48446,3.69744,3.69744,3.72272,11.53152,3.56597,11.53152,3.56597,11.51797,11.13457,11.13457,11.03753,3.48446,3.72272,11.53152,3.48446,0,-2.3853
ALB,8,5.71006,267.222,261.156,274.582,280.56,267.575,325.022,298.314,203.69,374.014,301.325,8.56509,2.85503,2.85503,2.85503,8.56509,2.85503,8.56509,2.85503,8.56509,8.56509,8.56509,8.56509,2.85503,2.85503,8.56509,2.85503,2.85503,8.56509,8.56509,2.85503,8.56509,2.85503,2.85503,2.85503,8.56509,2.85503,8.56509,2.85503,8.56509,8.56509,8.56509,8.56509,2.85503,2.85503,8.56509,2.85503,2.85503,8.56509,8.56509,2.85503,2.85503,8.56509,8.56509,8.56509,2.85503,8.56509,2.85503,8.56509,2.85503,2.85503,2.85503,2.85503,8.56509,8.56509,2.85503,8.56509,8.56509,2.85503,2.85503,8.56509,2.85503,8.56509,8.56509,8.56509,2.85503,8.56509,2.85503,8.56509,2.85503,2.85503,2.85503,2.85503,8.56509,8.56509,2.85503,8.56509,8.56509,2.85503,2.85503,8.56509,1,-0.662
ALB,8,3.68549,410.079,451.077,445.729,442.063,402.497,432.041,400.814,440.661,421.27,413.03,5.1436,1.87265,5.40528,5.14427,1.86976,1.84303,1.76423,1.82498,5.26165,1.88194,5.37779,1.84557,5.11366,5.31164,5.21141,5.30185,1.75506,1.78883,5.10442,1.77382,1.7668,5.41307,1.8188,1.79933,5.31449,5.29895,5.1601,5.06826,1.89507,5.35513,1.88223,5.29205,1.79715,1.84151,1.76795,1.87182,5.16128,5.10379,1.78127,5.20559,5.71237,1.92263,5.54381,5.58371,1.92898,1.93517,1.98369,2.05735,5.30528,1.94113,5.3425,1.96772,5.62411,5.47538,5.72453,5.3705,1.98844,2.03603,5.66439,1.9647,1.99172,5.36809,1.89575,2.02411,5.38702,5.47217,5.71205,5.50948,1.97814,5.34327,1.93373,5.45583,2.00626,1.93037,1.96472,1.96014,5.77318,5.62289,2.04215,5.69592,1,-1.9605
ALB,8,3.10251,543.22,541.281,498.106,568.088,536.585,537.976,503.756,563.005,566.47,559.839,4.43662,1.54381,4.66233,4.4722,4.67758,4.6107,1.47119,1.50451,4.57425,1.55147,1.55841,4.56448,4.4108,1.52719,1.49837,1.5364,1.46354,4.42414,1.47919,4.43758,4.42001,1.56863,4.55009,4.45009,4.58402,4.57062,1.48362,1.46871,4.6869,1.55184,1.55171,4.60068,4.49592,1.53564,1.47429,1.54313,1.48396,4.43702,1.46848,4.49009,1.63609,4.60771,1.58781,1.62085,1.57558,1.58063,4.8608,4.93057,1.54003,4.65205,4.65249,1.57193,1.61081,4.70463,4.91871,4.67687,4.87244,1.62649,4.93281,1.60475,1.62683,4.67477,1.54843,1.61697,1.5429,1.56729,4.90799,4.79791,1.58025,4.65316,4.63431,1.58373,1.6387,4.73014,4.8143,4.6976,4.96051,1.63222,4.89416,1.63138,0,0.7297
