CNT,CNTRYID,W_FSTUWT,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH,W_FSTURWT1,W_FSTURWT2,W_FSTURWT3,W_FSTURWT4,W_FSTURWT5,W_FSTURWT6,W_FSTURWT7,W_FSTURWT8,W_FSTURWT9,W_FSTURWT10,W_FSTURWT11,W_FSTURWT12,W_FSTURWT13,W_FSTURWT14,W_FSTURWT15,W_FSTURWT16,W_FSTURWT17,W_FSTURWT18,W_FSTURWT19,W_FSTURWT20,W_FSTURWT21,W_FSTURWT22,W_FSTURWT23,W_FSTURWT24,W_FSTURWT25,W_FSTURWT26,W_FSTURWT27,W_FSTURWT28,W_FSTURWT29,W_FSTURWT30,W_FSTURWT31,W_FSTURWT32,W_FSTURWT33,W_FSTURWT34,W_FSTURWT35,W_FSTURWT36,W_FSTURWT37,W_FSTURWT38,W_FSTURWT39,W_FSTURWT40,W_FSTURWT41,W_FSTURWT42,W_FSTURWT43,W_FSTURWT44,W_FSTURWT45,W_FSTURWT46,W_FSTURWT47,W_FSTURWT48,W_FSTURWT49,W_FSTURWT50,W_FSTURWT51,W_FSTURWT52,W_FSTURWT53,W_FSTURWT54,W_FSTURWT55,W_FSTURWT56,W_FSTURWT57,W_FSTURWT58,W_FSTURWT59,W_FSTURWT60,W_FSTURWT61,W_FSTURWT62,W_FSTURWT63,W_FSTURWT64,W_FSTURWT65,W_FSTURWT66,W_FSTURWT67,W_FSTURWT68,W_FSTURWT69,W_FSTURWT70,W_FSTURWT71,W_FSTURWT72,W_FSTURWT73,W_FSTURWT74,W_FSTURWT75,W_FSTURWT76,W_FSTURWT77,W_FSTURWT78,W_FSTURWT79,W_FSTURWT80,male,ESCS
ALB,8,7.04061,391.316,281.176,343.089,274.406,281.496,381.877,329.469,301.468,416.963,302.007,3.75398,3.47241,3.32856,3.60903,3.44099,3.54501,3.56306,3.5712,3.73558,3.59589,3.56306,3.55345,3.34292,3.47716,3.6163,3.41324,3.40938,3.5712,3.43087,3.28818,3.95768,3.58819,3.43087,3.49894,3.34292,3.47716,3.46154,3.73558,3.62264,3.77042,3.49379,3.71071,3.48247,3.59425,3.74331,3.34292,3.3182,3.68737,3.35844,3.21644,3.30041,3.58819,3.71795,3.45706,3.62264,3.47716,3.46154,3.48247,3.34292,3.46088,3.49379,3.46567,3.73558,3.54501,3.44542,3.62264,3.62909,3.44992,3.59589,3.84988,3.19418,3.47241,3.59589,3.55757,3.73558,3.54501,3.56306,3.34292,3.44099,3.32856,3.56306,3.33176,3.5712,3.43846,3.33953,3.68737,3.74331,3.34292,3.65915,3.91245,1,-1.7042
ALB,8,3.75942,424.448,434.966,415.311,362.762,442.54,405.25,444.479,435.175,397.269,432.629,1.80405,1.96701,1.80405,5.41214,5.90103,5.90103,5.90103,1.96701,5.41214,1.96701,5.41214,1.96701,1.80405,1.80405,1.80405,5.41214,5.90103,1.96701,5.41214,5.90103,1.80405,1.96701,1.80405,5.41214,5.90103,5.90103,5.90103,1.96701,5.41214,1.96701,5.41214,1.96701,1.80405,1.80405,1.80405,5.41214,5.90103,1.96701,5.41214,5.90103,5.90103,5.41214,5.90103,1.96701,1.80405,1.80405,1.80405,5.41214,1.96701,5.41214,1.96701,5.41214,5.90103,5.90103,5.90103,1.96701,1.80405,5.41214,1.96701,1.80405,5.90103,5.41214,5.90103,1.96701,1.80405,1.80405,1.80405,5.41214,1.96701,5.41214,1.96701,5.41214,5.90103,5.90103,5.90103,1.96701,1.80405,5.41214,1.96701,1.80405,0,-1.1566
ALB,8,6.30517,238.641,314.925,291.807,325.65,259.143,342.517,290.766,279.107,208.415,285.501,9.3188,3.19174,3.20486,3.18134,9.30162,3.19174,9.30894,3.21512,9.31331,9.3188,9.30484,9.30162,3.20982,3.18853,9.29793,3.19244,3.19244,9.30894,9.30096,3.18134,3.17803,9.31796,9.30484,9.3141,3.19244,9.31796,3.20021,9.29731,3.19585,3.17803,3.20486,3.19244,9.30096,9.30553,3.19659,9.30162,9.30162,3.20021,3.20982,9.3141,3.17803,9.31796,9.30484,9.3141,3.19244,9.31796,3.20021,9.29731,3.19585,3.17803,3.20486,3.19244,9.30096,9.30553,3.19659,9.30162,9.30162,3.20021,3.20982,9.3141,9.3188,3.19174,3.20486,3.18134,9.30162,3.19174,9.30894,3.21512,9.31331,9.3188,9.30484,9.30162,3.20982,3.18853,9.29793,3.19244,3.19244,9.30894,9.30096,3.18134,0,-2.4677
ALB,8,3.76519,259.657,313.156,253.219,326.699,383.093,235.033,317.779,308.378,301.266,288.921,1.85474,1.88941,5.69132,5.6916,5.71053,5.62691,1.89757,5.60387,1.90637,5.58497,1.8616,1.87319,1.87516,1.90411,5.73192,5.56668,1.90926,5.6686,5.60234,1.85494,1.85535,1.88906,5.69013,5.69665,5.71247,5.62609,1.89823,5.60497,1.9059,5.58581,1.86141,1.87355,1.8756,1.90477,5.73797,5.56738,1.91121,5.67032,5.60341,1.85556,1.85515,1.89038,5.69469,5.69498,5.7142,5.62468,1.89646,5.60575,1.90509,5.58343,1.86213,1.87388,1.87442,1.90291,5.728,5.56541,1.91056,5.66574,5.60417,1.85453,1.85578,1.89002,5.69345,5.7002,5.7162,5.62388,1.89711,5.60689,1.90464,5.58424,1.86194,1.87426,1.87485,1.90354,5.73386,5.56609,1.91258,5.66741,5.60527,1.85514,0,-0.4589
ALB,8,3.88299,436.179,400.382,455.531,472.258,495.634,453.431,442.246,449.706,441.962,428.348,6.11913,6.11913,1.85105,1.85105,6.11913,6.11913,1.85105,1.85105,1.85105,1.85105,6.11913,1.85105,6.11913,1.85105,6.11913,6.11913,6.11913,6.11913,1.85105,1.85105,6.11913,6.11913,1.85105,1.85105,6.11913,6.11913,1.85105,1.85105,1.85105,1.85105,6.11913,1.85105,6.11913,1.85105,6.11913,6.11913,6.11913,6.11913,1.85105,1.85105,6.11913,6.11913,1.85105,1.85105,6.11913,6.11913,1.85105,1.85105,1.85105,1.85105,6.11913,1.85105,6.11913,1.85105,6.11913,6.11913,6.11913,6.11913,1.85105,1.85105,6.11913,6.11913,1.85105,1.85105,6.11913,6.11913,1.85105,1.85105,1.85105,1.85105,6.11913,1.85105,6.11913,1.85105,6.11913,6.11913,6.11913,6.11913,1.85105,1.85105,1,0.3304
ALB,8,4.59592,467.006,402.709,509.89,499.996,414.37,449.092,456.031,475.019,444.484,423.526,6.73378,5.94495,2.27339,7.68605,2.15406,6.79669,6.40065,7.3036,6.69614,2.52913,2.43192,6.23931,2.2084,2.55272,6.42064,5.91473,2.46021,2.64575,2.46041,2.40911,6.72307,6.62558,2.27854,6.80405,2.40269,7.64369,5.72162,6.59193,6.78275,2.5328,2.66938,6.24553,2.20208,2.56343,6.4699,6.52167,2.47016,2.61429,2.24415,2.17298,6.73378,5.94495,2.27339,7.68605,2.15406,6.79669,6.40065,7.3036,6.69614,2.52913,2.43192,6.23931,2.2084,2.55272,6.42064,5.91473,2.46021,2.64575,2.46041,2.40911,6.72307,6.62558,2.27854,6.80405,2.40269,7.64369,5.72162,6.59193,6.78275,2.5328,2.66938,6.24553,2.20208,2.56343,6.4699,6.52167,2.47016,2.61429,2.24415,2.17298,0,-1.5778
ALB,8,3.89729,376.825,364.233,398.572,327.732,368.872,277.677,405.904,396.222,414.505,244.581,5.65968,1.83153,1.9788,6.40543,1.83383,1.9788,6.34517,5.77151,1.83153,2.00602,2.01577,1.99189,6.40543,1.79819,6.37444,1.79819,6.30348,5.66896,5.65968,5.76427,2.01577,6.34517,5.77151,1.79524,6.30348,5.77151,1.83153,1.9788,6.34517,5.66896,5.65968,5.76427,1.79524,6.37444,1.79819,6.37444,1.83383,2.00602,2.01577,1.99189,2.01577,6.34517,5.77151,1.79524,6.30348,5.77151,1.83153,1.9788,6.34517,5.66896,5.65968,5.76427,1.79524,6.37444,1.79819,6.37444,1.83383,2.00602,2.01577,1.99189,5.65968,1.83153,1.9788,6.40543,1.83383,1.9788,6.34517,5.77151,1.83153,2.00602,2.01577,1.99189,6.40543,1.79819,6.37444,1.79819,6.30348,5.66896,5.65968,5.76427,1,0.2659
ALB,8,4.48837,429.378,427.476,431.715,412.673,464.946,466.704,447.423,437.225,470.499,451.972,6.50562,2.27059,6.81176,2.27059,6.81176,2.27059,6.81176,6.65517,6.65517,6.50562,2.21839,2.21839,6.81176,2.21839,2.21839,6.9759,6.81176,2.16854,2.27059,2.3253,6.50562,2.27059,6.81176,2.27059,6.81176,2.27059,6.81176,6.65517,6.65517,6.50562,2.21839,2.21839,6.81176,2.21839,2.21839,6.9759,6.81176,2.16854,2.27059,2.3253,2.3253,6.65517,2.21839,6.65517,2.21839,6.65517,2.21839,2.27059,2.27059,2.3253,6.81176,6.81176,2.21839,6.81176,6.81176,2.16854,2.21839,6.9759,6.65517,6.50562,2.3253,6.65517,2.21839,6.65517,2.21839,6.65517,2.21839,2.27059,2.27059,2.3253,6.81176,6.81176,2.21839,6.81176,6.81176,2.16854,2.21839,6.9759,6.65517,6.50562,1,0.9379
ALB,8,8.06049,555.077,509.954,560.392,552.8,512.17,550.519,517.925,477.284,586.601,572.115,12.35942,4.11981,4.11981,4.11981,4.11981,12.35942,4.11981,12.35942,4.11981,12.35942,12.35942,12.35942,12.35942,4.11981,4.11981,12.35942,4.11981,4.11981,12.35942,12.35942,11.83349,3.9445,3.9445,3.9445,3.9445,11.83349,3.9445,11.83349,3.9445,11.83349,11.83349,11.83349,11.83349,3.9445,3.9445,11.83349,3.9445,3.9445,11.83349,11.83349,12.35942,4.11981,4.11981,4.11981,4.11981,12.35942,4.11981,12.35942,4.11981,12.35942,12.35942,12.35942,12.35942,4.11981,4.11981,12.35942,4.11981,4.11981,12.35942,12.35942,11.83349,3.9445,3.9445,3.9445,3.9445,11.83349,3.9445,11.83349,3.9445,11.83349,11.83349,11.83349,11.83349,3.9445,3.9445,11.83349,3.9445,3.9445,11.83349,11.83349,0,-0.8145
ALB,8,4.63138,328.886,299.04,319.033,279.34,285.131,290.587,283.689,340.027,335.174,244.331,6.65217,2.31175,2.31981,2.31981,7.24348,2.31175,7.28311,2.22109,6.95942,6.66327,6.93525,6.95942,2.31175,2.22109,6.93525,2.41449,2.31175,6.65217,7.28311,2.4277,2.41449,6.93525,6.95942,6.95942,2.21739,6.93525,2.22109,7.28311,2.31981,2.4277,2.31175,2.31981,6.93525,7.28311,2.31175,6.65217,6.93525,2.41449,2.22109,6.66327,2.41449,6.93525,6.95942,6.95942,2.21739,6.93525,2.22109,7.28311,2.31981,2.4277,2.31175,2.31981,6.93525,7.28311,2.31175,6.65217,6.93525,2.41449,2.22109,6.66327,6.65217,2.31175,2.31981,2.31981,7.24348,2.31175,7.28311,2.22109,6.95942,6.66327,6.93525,6.95942,2.31175,2.22109,6.93525,2.41449,2.31175,6.65217,7.28311,2.4277,0,-2.2019
ALB,8,2.9893,420.484,445.632,508.375,528.214,512.56,474.342,494.477,460.144,458.064,453.719,4.48394,1.49465,4.48394,1.49465,4.48394,4.48394,4.48394,4.48394,1.49465,1.49465,4.48394,1.49465,1.49465,4.48394,4.48394,1.49465,1.49465,1.49465,1.49465,4.48394,1.49465,4.48394,1.49465,4.48394,1.49465,1.49465,1.49465,1.49465,4.48394,4.48394,1.49465,4.48394,4.48394,1.49465,1.49465,4.48394,4.48394,4.48394,4.48394,1.49465,4.48394,1.49465,4.48394,1.49465,4.48394,4.48394,4.48394,4.48394,1.49465,1.49465,4.48394,1.49465,1.49465,4.48394,4.48394,1.49465,1.49465,1.49465,1.49465,4.48394,1.49465,4.48394,1.49465,4.48394,1.49465,1.49465,1.49465,1.49465,4.48394,4.48394,1.49465,4.48394,4.48394,1.49465,1.49465,4.48394,4.48394,4.48394,4.48394,1.49465,0,-0.6124
ALB,8,3.59238,410.766,454.767,427.38,439.42,495.676,391.815,390.124,363.394,474.571,434.19,1.70294,5.38539,1.78958,1.7166,1.79543,1.76976,5.13205,5.24829,1.75577,5.4121,5.4363,1.75202,1.69303,5.3274,5.22687,5.35953,5.10539,1.69815,5.15996,1.70331,1.69657,5.47197,1.7465,1.70812,1.75952,1.75438,5.1754,5.1234,1.79901,5.41339,5.41293,1.76592,1.72571,5.35688,5.14288,5.38301,5.1766,1.7031,5.12259,1.72347,5.70728,1.76862,5.53887,5.65413,5.4962,5.51384,1.86576,1.89254,5.37218,1.78564,1.7858,5.48346,5.6191,1.80582,1.88799,1.79516,1.87023,5.6738,1.8934,5.59796,5.67498,1.79436,5.40151,5.6406,5.38223,5.46729,1.88387,1.84162,5.51249,1.78606,1.77882,5.52463,5.71639,1.81561,1.84791,1.80312,1.90403,5.6938,1.87857,5.69085,1,0.3909
ALB,8,5.15806,409.774,358.464,364.161,413.643,422.29,353.05,386.604,320.677,328.149,364.919,2.99037,7.02876,8.18628,2.93023,7.45247,7.72395,2.58225,2.45737,7.76041,7.14752,6.9663,7.5351,2.79129,6.64555,2.59716,6.87356,2.58086,2.90069,2.55948,3.04315,2.99037,7.02876,8.18628,2.93023,7.45247,7.72395,2.58225,2.45737,7.76041,7.14752,6.9663,7.5351,2.79129,6.64555,2.59716,6.87356,2.58086,2.90069,2.55948,3.04315,6.65974,2.83557,2.44805,6.85964,2.73197,2.53373,7.72727,8.13337,2.57087,2.79157,2.91583,2.64028,7.05896,3.12823,7.6907,2.92883,7.73212,6.78022,7.97485,6.60835,6.65974,2.83557,2.44805,6.85964,2.73197,2.53373,7.72727,8.13337,2.57087,2.79157,2.91583,2.64028,7.05896,3.12823,7.6907,2.92883,7.73212,6.78022,7.97485,6.60835,0,0.312
ALB,8,3.10895,287.289,291.972,313.374,301.85,289.326,303.564,330.479,245.354,271.188,298.704,1.53147,1.5601,4.69938,4.69961,1.57174,1.54873,4.70051,4.62717,4.72232,4.61156,1.53714,4.64013,1.54833,4.71672,1.57763,1.53215,1.57649,1.5602,4.6259,4.59492,4.59594,4.67943,1.56613,1.56793,4.71683,4.64552,1.56739,1.54269,1.57372,1.53742,4.61096,1.54701,4.64609,1.57278,4.73789,4.59703,4.73431,4.68203,1.54226,1.53215,1.53181,1.56091,4.70216,4.7024,1.57275,1.54812,4.69778,4.62872,4.71916,4.61029,1.53758,4.64184,1.54773,4.71374,1.57655,1.5318,1.57757,1.55942,4.62741,4.59391,4.597,4.68183,1.56704,1.5689,4.71992,4.64369,1.56646,1.54322,1.57268,1.53699,4.61225,1.54759,4.64424,1.57177,4.7345,4.59597,4.7377,4.67963,1.54277,1.5318,0,-1.0563
ALB,8,5.7912,273.909,385.833,391.129,320.748,299.593,272.49,283.402,327.218,321.249,319.45,2.8956,11.27147,2.26805,8.68681,11.27147,2.8956,2.26805,8.68681,8.68681,8.68681,11.27147,2.26805,11.27147,2.26805,11.27147,2.8956,2.8956,2.8956,2.26805,8.68681,2.8956,11.27147,2.26805,8.68681,11.27147,2.8956,2.26805,8.68681,8.68681,8.68681,11.27147,2.26805,11.27147,2.26805,11.27147,2.8956,2.8956,2.8956,2.26805,8.68681,8.68681,2.26805,11.27147,2.8956,2.26805,8.68681,11.27147,2.8956,2.8956,2.8956,2.26805,11.27147,2.26805,11.27147,2.26805,8.68681,8.68681,8.68681,11.27147,2.8956,8.68681,2.26805,11.27147,2.8956,2.26805,8.68681,11.27147,2.8956,2.8956,2.8956,2.26805,11.27147,2.26805,11.27147,2.26805,8.68681,8.68681,8.68681,11.27147,2.8956,0,
ALB,8,3.5899,374.813,390,269.667,323.358,299.38,323.691,241.571,330.801,338.916,355.231,1.76126,1.82977,5.63045,5.38065,1.74956,5.45074,5.3896,1.77526,1.79092,5.27503,5.38793,5.30261,5.58773,1.76926,5.45619,1.80312,5.36145,1.74684,1.82087,1.79634,5.2519,5.38435,1.80378,1.8238,5.44264,1.79141,1.81196,5.36647,5.16587,1.79141,1.76081,1.84305,1.81875,5.40906,1.79873,5.4885,1.82166,5.27892,5.25315,5.4817,5.28778,5.50378,1.82945,1.7894,5.37808,1.7766,1.79553,5.45624,5.37598,1.72001,1.79172,1.76627,1.85723,5.42794,1.77341,5.53658,1.74785,5.36588,5.46499,5.40173,1.79113,1.83876,5.39822,5.3366,1.81861,5.37101,5.31364,1.79295,1.76142,5.37101,5.16032,5.40363,5.32579,1.80401,5.38369,1.83022,5.46261,1.76334,1.79172,1.8739,1,1.4322
ALB,8,3.79104,419.437,434.789,434.611,418.051,444.69,446.243,371.94,459.237,410.564,401.583,2.41444,5.14994,5.17093,2.46972,5.18838,5.11241,2.47019,2.43165,5.19617,5.0743,5.07415,5.10573,2.44102,5.19002,2.48721,5.05769,2.48542,2.45974,2.43098,2.4147,5.05711,2.45912,2.46908,5.17577,2.47877,2.44129,5.17399,5.09247,2.48104,2.42381,2.42313,2.43894,5.11229,2.47957,5.21331,2.41581,5.20937,5.15185,5.09105,5.05769,2.41497,5.1526,5.17399,2.47118,5.19171,5.11038,2.46876,2.43247,5.19269,5.0729,5.07559,5.10762,2.44007,5.18673,2.48551,5.05653,2.48711,2.4585,2.43178,2.41417,5.05828,2.46038,2.47052,5.17899,2.48039,2.44033,5.17093,5.09421,2.4794,2.42313,2.42381,2.43985,5.11026,2.47797,5.20957,2.41525,5.2131,5.1492,5.09275,5.05653,0,-2.2959
ALB,8,3.29267,298.663,319.58,286.632,343.746,344.194,330.363,343.619,316.391,336.986,325.886,1.70399,1.57769,1.70399,1.70399,1.72123,5.16369,4.73306,1.58343,5.16369,4.73306,1.57769,1.72123,5.16369,4.7503,4.7503,4.73306,1.58343,5.11198,1.58343,5.11198,4.7503,5.16369,4.7503,4.7503,4.73306,1.57769,1.72123,5.11198,1.57769,1.72123,5.16369,4.73306,1.57769,1.70399,1.70399,1.72123,5.11198,1.58343,5.11198,1.58343,1.70399,1.57769,1.70399,1.70399,1.72123,5.16369,4.73306,1.58343,5.16369,4.73306,1.57769,1.72123,5.16369,4.7503,4.7503,4.73306,1.58343,5.11198,1.58343,5.11198,4.7503,5.16369,4.7503,4.7503,4.73306,1.57769,1.72123,5.11198,1.57769,1.72123,5.16369,4.73306,1.57769,1.70399,1.70399,1.72123,5.11198,1.58343,5.11198,1.58343,1,0.0546
ALB,8,3.71108,287.337,317.44,279.612,314.827,344.083,256.9,296.064,266.972,285.331,242.177,1.66788,1.78982,6.02302,5.44248,1.80765,5.95632,5.37113,1.69679,1.76772,6.01279,6.03967,5.89661,5.36776,1.77055,5.47036,1.78123,5.34322,1.66319,1.66823,1.66824,1.66164,1.81859,5.87803,5.41558,1.7715,5.90455,5.4165,1.65641,1.81125,6.01422,6.01371,5.94338,5.47135,1.78035,5.38246,1.78903,5.41774,1.66803,1.65615,1.68798,6.34073,5.60739,1.79074,1.87913,5.75224,1.78265,1.87846,6.36955,5.62244,1.74887,1.74903,1.77282,1.86749,5.72534,1.90084,5.69156,1.88296,6.30354,6.37244,6.21928,6.30484,5.689,1.74633,1.87464,5.63295,1.7676,1.89669,6.19817,5.76929,1.74928,1.7422,1.78613,1.89983,5.75639,1.86049,5.71678,1.91699,6.32575,6.32251,6.32247,1,-1.2606
ALB,8,3.54721,336.631,395.606,322.491,409.565,399.87,350.194,386.642,454.649,366.954,386.592,5.15164,1.71073,1.85291,5.50364,1.71287,1.85291,5.59549,5.13862,1.71073,1.82567,1.83455,1.86516,5.50364,1.72003,5.47701,1.72003,5.55873,5.16009,5.15164,5.13218,1.83455,5.59549,5.13862,1.71721,5.55873,5.13862,1.71073,1.85291,5.59549,5.16009,5.15164,5.13218,1.71721,5.47701,1.72003,5.47701,1.71287,1.82567,1.83455,1.86516,1.83455,5.59549,5.13862,1.71721,5.55873,5.13862,1.71073,1.85291,5.59549,5.16009,5.15164,5.13218,1.71721,5.47701,1.72003,5.47701,1.71287,1.82567,1.83455,1.86516,5.15164,1.71073,1.85291,5.50364,1.71287,1.85291,5.59549,5.13862,1.71073,1.82567,1.83455,1.86516,5.50364,1.72003,5.47701,1.72003,5.55873,5.16009,5.15164,5.13218,0,-1.5299
ALB,8,4.25946,436.096,434.625,447.921,484.354,462.327,461.951,471.526,464.247,459.557,473.85,2.04946,6.35335,6.35335,2.04946,2.04946,6.35335,6.35335,6.35335,6.35335,2.04946,6.35335,2.04946,6.35335,2.04946,2.04946,2.04946,2.04946,6.35335,6.35335,2.04946,2.04946,6.35335,6.35335,2.04946,2.04946,6.35335,6.35335,6.35335,6.35335,2.04946,6.35335,2.04946,6.35335,2.04946,2.04946,2.04946,2.04946,6.35335,6.35335,2.04946,6.59165,2.13936,2.13936,6.59165,6.59165,2.13936,2.13936,2.13936,2.13936,6.59165,2.13936,6.59165,2.13936,6.59165,6.59165,6.59165,6.59165,2.13936,2.13936,6.59165,6.59165,2.13936,2.13936,6.59165,6.59165,2.13936,2.13936,2.13936,2.13936,6.59165,2.13936,6.59165,2.13936,6.59165,6.59165,6.59165,6.59165,2.13936,2.13936,6.59165,1,1.3087
ALB,8,3.9193,364.099,296.499,313.579,320.49,322.134,353.216,241.862,326.453,322.735,319.317,5.96737,1.94924,1.93036,5.93007,5.87895,1.9395,1.95965,1.97081,1.9395,5.83286,1.94429,5.81849,1.97669,5.83286,5.96737,5.86307,5.94838,1.97669,1.96513,5.94838,5.96737,1.94924,1.93036,5.93007,5.87895,1.9395,1.95965,1.97081,1.9395,5.83286,1.94429,5.81849,1.97669,5.83286,5.96737,5.86307,5.94838,1.97669,1.96513,5.94838,5.96737,1.94924,1.93036,5.93007,5.87895,1.9395,1.95965,1.97081,1.9395,5.83286,1.94429,5.81849,1.97669,5.83286,5.96737,5.86307,5.94838,1.97669,1.96513,5.94838,5.96737,1.94924,1.93036,5.93007,5.87895,1.9395,1.95965,1.97081,1.9395,5.83286,1.94429,5.81849,1.97669,5.83286,5.96737,5.86307,5.94838,1.97669,1.96513,5.94838,1,-2.1825
ALB,8,9.16742,406.215,377.065,391.355,419.576,455.279,396.376,404.731,408.793,370.98,377.424,5.01002,5.07824,5.12447,5.12472,5.11615,5.04124,5.10018,5.0206,5.14949,5.00366,5.02856,5.03466,5.06517,5.14339,5.16102,5.01225,5.13161,5.07859,5.04435,4.9856,11.83122,12.45941,12.09495,12.10883,12.55899,12.3691,12.51991,12.32266,12.15357,12.28053,11.86989,12.35716,11.96032,12.14635,12.19665,11.83404,12.60552,12.46633,11.91062,12.23849,5.01113,5.08087,5.1275,5.12776,5.11944,5.03924,5.09722,5.02228,5.14604,5.00228,5.02999,5.03652,5.0632,5.14013,5.15749,5.0111,5.13511,5.07603,5.046,4.98452,11.83396,12.46579,12.10203,12.11636,12.56721,12.36423,12.5125,12.32687,12.14553,12.27709,11.87321,12.3618,11.95557,12.13854,12.18791,11.83129,12.61455,12.45993,11.91459,12.23569,0,-0.1606
ALB,8,3.02609,565.744,545.533,578.5,571.21,541.277,553.504,596.181,605.196,532.327,530.592,1.9562,4.09597,1.9562,4.09597,1.9562,1.9562,1.9562,1.9562,4.09597,4.09597,1.9562,4.09597,4.09597,1.9562,1.9562,4.09597,4.09597,4.09597,4.09597,1.9562,1.9562,4.09597,1.9562,4.09597,1.9562,1.9562,1.9562,1.9562,4.09597,4.09597,1.9562,4.09597,4.09597,1.9562,1.9562,4.09597,4.09597,4.09597,4.09597,1.9562,1.9562,4.09597,1.9562,4.09597,1.9562,1.9562,1.9562,1.9562,4.09597,4.09597,1.9562,4.09597,4.09597,1.9562,1.9562,4.09597,4.09597,4.09597,4.09597,1.9562,1.9562,4.09597,1.9562,4.09597,1.9562,1.9562,1.9562,1.9562,4.09597,4.09597,1.9562,4.09597,4.09597,1.9562,1.9562,4.09597,4.09597,4.09597,4.09597,1.9562,0,0.6622
ALB,8,3.37193,463.792,492.866,430.002,472.681,487.288,446.925,520.315,455.712,483.622,449.254,2.2017,4.4763,2.2017,4.4763,2.2017,2.2017,2.2017,2.2017,4.4763,4.4763,2.2017,4.4763,4.4763,2.2017,2.2017,4.4763,4.4763,4.4763,4.4763,2.2017,2.2017,4.4763,2.2017,4.4763,2.2017,2.2017,2.2017,2.2017,4.4763,4.4763,2.2017,4.4763,4.4763,2.2017,2.2017,4.4763,4.4763,4.4763,4.4763,2.2017,2.2017,4.4763,2.2017,4.4763,2.2017,2.2017,2.2017,2.2017,4.4763,4.4763,2.2017,4.4763,4.4763,2.2017,2.2017,4.4763,4.4763,4.4763,4.4763,2.2017,2.2017,4.4763,2.2017,4.4763,2.2017,2.2017,2.2017,2.2017,4.4763,4.4763,2.2017,4.4763,4.4763,2.2017,2.2017,4.4763,4.4763,4.4763,4.4763,2.2017,1,0.2698
ALB,8,4.54733,315.416,301.479,258.685,287.019,256.358,253.421,263.905,291.565,296.435,289.439,6.20583,3.03948,2.392,6.34791,7.23261,3.01733,3.05261,3.00497,2.40368,7.07359,2.34724,7.11741,2.36433,6.37103,6.39287,6.20859,7.25447,3.03968,2.3546,7.04806,2.04771,6.72858,5.99461,2.09576,2.61105,6.67981,6.76125,6.65473,6.02367,2.55316,5.88307,2.56909,5.92789,2.10225,2.11096,2.0482,2.62072,6.73232,5.90325,2.54442,6.2072,3.04105,2.39342,6.35168,7.23726,3.01613,3.05083,3.00598,2.40207,7.07164,2.3479,7.12004,2.3634,6.367,6.3885,6.20717,7.25942,3.03815,2.35537,7.04653,2.04819,6.73203,5.99812,2.09706,2.61276,6.67718,6.75726,6.65701,6.01968,2.55244,5.88471,2.57005,5.92553,2.1009,2.10945,2.04772,2.6226,6.72887,5.90522,2.54383,1,
ALB,8,7.8245,686.368,646.129,651.695,651.327,733.023,709.533,713.194,698.089,739.783,669.21,11.61475,12.02131,3.95453,3.87755,4.01569,3.95453,11.79638,4.05524,12.13529,4.03464,11.65269,12.07595,11.37085,12.07595,3.8035,3.95453,11.65269,3.97127,3.93912,12.07595,3.87158,3.88423,11.41051,11.63264,11.6721,11.8636,3.96303,11.59625,3.72313,11.63264,3.8599,3.87158,3.96303,3.72916,11.8636,11.41051,4.0071,11.81737,11.44001,3.87158,11.61475,12.02131,3.95453,3.87755,4.01569,3.95453,11.79638,4.05524,12.13529,4.03464,11.65269,12.07595,11.37085,12.07595,3.8035,3.95453,11.65269,3.97127,3.93912,12.07595,3.87158,3.88423,11.41051,11.63264,11.6721,11.8636,3.96303,11.59625,3.72313,11.63264,3.8599,3.87158,3.96303,3.72916,11.8636,11.41051,4.0071,11.81737,11.44001,3.87158,1,1.0419
ALB,8,3.00801,471.098,451.651,497.138,434.747,496.848,465.79,484.5,481.94,459.592,467.505,4.51201,4.51201,4.51201,4.51201,4.51201,1.504,1.504,4.51201,1.504,1.504,4.51201,4.51201,1.504,1.504,1.504,1.504,4.51201,1.504,4.51201,1.504,4.51201,4.51201,4.51201,4.51201,4.51201,1.504,1.504,4.51201,1.504,1.504,4.51201,4.51201,1.504,1.504,1.504,1.504,4.51201,1.504,4.51201,1.504,4.51201,4.51201,4.51201,4.51201,4.51201,1.504,1.504,4.51201,1.504,1.504,4.51201,4.51201,1.504,1.504,1.504,1.504,4.51201,1.504,4.51201,1.504,4.51201,4.51201,4.51201,4.51201,4.51201,1.504,1.504,4.51201,1.504,1.504,4.51201,4.51201,1.504,1.504,1.504,1.504,4.51201,1.504,4.51201,1.504,0,-1.7367
